episode,episode_rewards,waiting_times,queue_lengths,explore_counts,exploit_counts,epsilon_values,curriculum_difficulties,vehicle_counts,losses
565,226.83,1382.6410256410256,10.533333333333333,178,17,0.8921672200023409,0.029209917355371897,18,40.59016101421454
566,224.35000000000014,2098.5125628140704,12.814070351758794,177,22,0.8919702100023452,0.029313590449954085,21,45.17052715627392
567,216.98,1910.835978835979,12.994708994708995,172,17,0.8917831000023493,0.029417447199265378,12,41.01090519516556
568,191.37,2304.325714285714,15.142857142857142,156,19,0.891609850002353,0.029521487603305783,16,45.0723576436724
569,220.35999999999993,1804.5707070707072,12.409090909090908,180,18,0.8914138300023573,0.029625711662075296,12,44.08415829834312
570,206.97000000000008,2598.390374331551,14.04812834224599,165,22,0.8912287000023613,0.029730119375573922,31,41.501683570484424
571,187.12000000000003,2606.5882352941176,14.390374331550802,168,19,0.8910435700023653,0.029834710743801653,20,40.52116803051953
572,206.14000000000004,1742.4895833333333,11.177083333333334,176,16,0.8908534900023695,0.029939485766758495,12,38.74256365932524
573,215.53999999999988,1486.6494845360826,11.309278350515465,171,23,0.8906614300023736,0.030044444444444447,36,40.66906501091633
574,182.77999999999997,4262.5055555555555,19.505555555555556,149,31,0.8904832300023775,0.030149586776859506,13,38.75179893573125
575,217.0900000000001,2157.71875,13.807291666666666,173,19,0.8902931500023816,0.030254912764003678,32,42.996074510738254
576,192.51999999999998,2525.209944751381,15.397790055248619,157,24,0.8901139600023855,0.030360422405876955,16,38.18740104180014
577,191.32,3529.064516129032,16.521505376344088,162,24,0.8899298200023895,0.030466115702479344,11,37.24117437485726
578,172.76999999999998,2194.8352272727275,14.346590909090908,153,23,0.8897555800023933,0.03057199265381083,15,40.010313260284335
579,194.83,2135.4535519125684,13.96174863387978,164,19,0.8895744100023972,0.030678053259871437,25,42.50550827042001
580,212.36000000000007,2723.559139784946,15.112903225806452,164,22,0.8893902700024012,0.030784297520661155,18,38.99052670437803
581,208.89000000000001,2238.96875,13.661458333333334,165,27,0.8892001900024054,0.03089072543617998,15,41.68968940898776
582,190.43999999999994,2578.237837837838,14.978378378378379,168,17,0.8890170400024093,0.030997337006427914,21,42.605937232197945
583,203.21000000000004,1719.4744897959183,12.816326530612244,177,19,0.8888230000024135,0.031104132231404957,6,39.681523715963166
584,178.94000000000003,2216.7897727272725,13.517045454545455,158,18,0.8886487600024173,0.03121111111111111,14,32.176218792796135
585,247.3100000000001,1896.718309859155,11.610328638497652,189,24,0.8884378900024219,0.031318273645546374,40,41.94937023870262
586,234.61000000000004,1735.328431372549,10.235294117647058,183,21,0.8882359300024263,0.03142561983471075,20,40.427887206568435
587,197.09000000000015,1674.855614973262,10.818181818181818,169,18,0.8880508000024303,0.031533149678604225,14,43.609542527938274
588,202.63999999999996,2897.4505494505493,14.796703296703297,165,17,0.8878706200024342,0.031640863177226815,29,39.41879125152315
589,206.71000000000012,2255.845744680851,13.590425531914894,169,19,0.8876845000024383,0.03174876033057852,13,43.408146821437995
590,215.37000000000015,2659.203045685279,14.223350253807107,175,22,0.8874894700024425,0.031856841138659324,13,42.18140683198338
591,190.33999999999997,3399.3277777777776,16.366666666666667,153,27,0.8873112700024464,0.03196510560146924,26,36.28255473971367
592,205.0899999999999,1724.5025906735752,12.528497409326425,166,27,0.8871202000024505,0.03207355371900826,32,39.562776980622445
593,239.65999999999988,1005.2772277227723,9.257425742574258,181,21,0.8869202200024549,0.0321821854912764,20,44.849869217022814
594,193.62,2351.27868852459,14.530054644808743,163,20,0.8867390500024588,0.032291000918273645,23,40.12124868038573
595,197.52999999999994,2043.5561224489795,13.066326530612244,174,22,0.886545010002463,0.0324,17,43.35707812649863
596,224.90999999999994,1665.4070351758794,11.758793969849247,177,22,0.8863480000024673,0.032509182736455464,17,38.098499479006286
597,189.4000000000001,2390.233695652174,13.222826086956522,168,16,0.8861658400024712,0.032618549127640034,13,47.06582771436028
598,214.57999999999996,2192.330049261084,13.911330049261084,183,20,0.8859648700024756,0.03272809917355372,19,43.18083791544872
599,205.59999999999994,1716.3664921465968,12.717277486910994,172,19,0.8857757800024797,0.03283783287419651,27,41.061035173725706
600,200.97000000000008,2303.8263157894735,14.905263157894737,162,28,0.8855876800024838,0.03294775022956841,25,49.11664739031541
601,199.96999999999997,2418.574468085106,13.76595744680851,164,24,0.8854015600024878,0.03305785123966942,18,45.2985522100266
602,186.42999999999998,1891.5530726256984,12.77094972067039,161,18,0.8852243500024917,0.033168135904499546,22,46.434109416087914
603,218.8899999999999,3279.1092896174864,15.40983606557377,160,23,0.8850431800024956,0.033278604224058775,47,45.7331752907383
604,209.93000000000012,2747.8391959798996,15.653266331658292,173,26,0.8848461700024999,0.03338925619834711,13,43.56290364505058
605,234.52999999999994,1379.804761904762,10.228571428571428,188,22,0.8846382700025044,0.03350009182736456,8,43.17545840853737
606,202.39999999999986,2045.24043715847,13.224043715846994,159,24,0.8844571000025083,0.033611111111111105,21,45.093100000600344
607,229.92999999999992,1719.6381909547738,11.396984924623116,171,28,0.8842600900025126,0.033722314049586775,15,42.72339670023128
608,239.56999999999982,1382.2623762376238,10.247524752475247,181,21,0.8840601100025169,0.03383370064279155,27,45.40945395030597
609,201.23999999999995,1336.8134715025906,9.492227979274611,166,27,0.8838690400025211,0.03394527089072543,8,42.32029479155268
610,215.92999999999998,1755.0804020100502,12.592964824120603,175,24,0.8836720300025254,0.03405702479338843,25,41.188968315795435
611,204.0599999999998,1988.2205128205128,13.046153846153846,172,23,0.8834789800025296,0.034168962350780534,11,38.68420893718035
612,196.14,2590.6720430107525,14.306451612903226,166,20,0.8832948400025336,0.03428108356290174,15,39.632499892224544
613,207.4,2603.855670103093,13.778350515463918,180,14,0.8831027800025377,0.034393388429752064,45,44.023565747074244
614,196.41000000000003,1857.3367875647668,14.077720207253886,162,31,0.8829117100025419,0.0345058769513315,18,41.97376536705333
615,234.17999999999995,1544.455,11.52,177,23,0.8827137100025462,0.034618549127640036,9,43.426063393950464
616,197.95,1866.0765027322404,11.96174863387978,170,13,0.8825325400025501,0.034731404958677686,13,42.280456472615725
617,190.36,1550.5159574468084,11.920212765957446,169,19,0.8823464200025541,0.03484444444444445,22,43.519746394867596
618,167.45999999999995,3234.88,17.622857142857143,159,16,0.8821731700025579,0.034957667584940316,10,40.96909185205187
619,187.78999999999994,3749.7640449438204,18.584269662921347,153,25,0.8819969500025617,0.035071074380165296,42,39.337072184916295
620,228.5200000000001,1872.5435897435898,11.61025641025641,173,22,0.8818039000025659,0.03518466483011937,15,42.758470188043056
621,208.14,2900.5078534031413,15.387434554973822,160,31,0.88161481000257,0.03529843893480257,17,45.74482619700007
622,200.53000000000006,3139.3193717277486,15.968586387434556,171,20,0.8814257200025741,0.03541239669421487,16,43.911227376049105
623,244.69,1717.1542056074766,12.626168224299066,196,18,0.8812138600025787,0.035526538108356286,19,43.28981892750642
624,220.21999999999997,2633.594871794872,15.087179487179487,179,16,0.8810208100025829,0.03564086317722681,38,43.94169982029842
625,177.53000000000003,2381.191256830601,14.551912568306012,164,19,0.8808396400025869,0.03575537190082644,7,40.59651617143975
626,223.3800000000001,1662.4472361809046,11.964824120603016,166,33,0.8806426300025911,0.035870064279155185,30,43.16633784711061
627,203.1200000000001,2278.9837837837836,13.745945945945946,163,22,0.8804594800025951,0.03598494031221304,24,44.852589950046024
628,198.37999999999997,2119.0271739130435,13.5,163,21,0.8802773200025991,0.0361,20,39.78323773748201
629,233.57000000000005,1866.6479591836735,12.89795918367347,171,25,0.8800832800026033,0.03621524334251607,24,42.6530191046851
630,215.1000000000001,2337.132275132275,14.275132275132275,168,21,0.8798961700026073,0.03633067033976125,18,44.87715905810159
631,212.48999999999995,2323.021505376344,15.25268817204301,163,23,0.8797120300026113,0.03644628099173554,37,43.21537540003818
632,178.57000000000005,3517.1436464088397,17.447513812154696,161,20,0.8795328400026152,0.03656207529843894,22,44.05539686772046
633,233.31000000000003,1687.3366336633662,12.128712871287128,179,23,0.8793328600026196,0.036678053259871446,13,43.357154613674275
634,275.6700000000001,1314.7096774193549,9.714285714285714,192,25,0.8791180300026242,0.03679421487603305,54,40.946276538383025
635,185.78000000000011,2392.491712707182,14.392265193370166,163,18,0.8789388400026281,0.03691056014692378,9,38.83581672320708
636,185.4300000000001,3303.494382022472,17.03370786516854,148,30,0.878762620002632,0.037027089072543616,26,42.75483435995123
637,198.4499999999999,1905.686170212766,13.77127659574468,166,22,0.878576500002636,0.03714380165289256,19,39.35354359289433
638,220.73999999999998,1880.2820512820513,11.871794871794872,170,25,0.8783834500026402,0.037260697887970616,21,39.81224159094003
639,206.17000000000007,4200.780748663102,18.90374331550802,162,25,0.8781983200026442,0.037377777777777774,20,39.838452377740076
640,206.63999999999984,1991.868131868132,12.626373626373626,161,21,0.8780181400026481,0.03749504132231405,25,43.89228176743119
641,227.3300000000001,2658.155,14.77,175,25,0.8778201400026524,0.03761248852157943,18,41.69126919746399
642,190.67,2338.300518134715,14.341968911917098,174,19,0.8776290700026566,0.03773011937557392,12,46.82714702304781
643,228.91999999999982,1450.545,11.105,176,24,0.8774310700026609,0.037847933884297524,11,43.034822092056274
644,235.49000000000012,2594.419191919192,15.813131313131313,178,20,0.8772350500026651,0.037965932047750235,20,44.81309339494416
645,227.78000000000011,2301.783251231527,14.448275862068966,172,31,0.8770340800026695,0.03808411386593205,13,41.00170301921262
646,213.70000000000013,1674.766169154229,13.199004975124378,183,18,0.8768350900026738,0.03820247933884298,24,41.94462947347271
647,236.77999999999992,1739.2857142857142,10.87192118226601,179,24,0.8766341200026782,0.03832102846648302,9,46.48858750512447
648,182.14000000000004,4740.837078651685,21.06179775280899,151,27,0.876457900002682,0.038439761248852164,12,46.751395704371205
649,207.24000000000007,2578.458762886598,15.06701030927835,174,20,0.8762658400026861,0.03855867768595041,24,38.86394442602531
650,233.35999999999999,1439.6834170854272,11.21608040201005,175,24,0.8760688300026904,0.038677777777777776,18,46.451690536048545
651,180.30000000000004,1957.537234042553,13.856382978723405,164,24,0.8758827100026945,0.03879706152433425,11,47.45617954971942
652,213.87,1802.4205128205128,12.312820512820513,170,25,0.8756896600026987,0.03891652892561983,11,43.22703060981555
653,181.82,2515.653409090909,13.585227272727273,149,27,0.8755154200027024,0.03903617998163453,14,45.52076046304269
654,208.64,2475.9747474747473,12.934343434343434,177,21,0.8753194000027067,0.03915601469237833,18,43.049561486099705
655,216.93,2683.744680851064,14.22340425531915,154,34,0.8751332800027107,0.03927603305785124,15,43.250788006376716
656,205.82999999999993,1740.827027027027,12.0,165,20,0.8749501300027147,0.03939623507805326,19,44.47021249822668
657,238.12999999999988,2366.7761904761905,14.4,186,24,0.8747422300027192,0.03951662075298439,12,46.88442020189194
658,223.35999999999987,3820.65,18.45,157,23,0.8745640300027231,0.03963719008264463,47,43.4453260951572
659,239.98,1204.2378640776699,9.995145631067961,189,17,0.8743600900027275,0.03975794306703398,10,47.40971219539642
660,204.92000000000007,2278.421875,14.776041666666666,176,16,0.8741700100027316,0.039878879706152434,28,43.913102919235826
661,187.75999999999993,2516.4391534391534,14.227513227513228,167,22,0.8739829000027357,0.04000000000000001,19,41.999673849691156
662,190.13000000000005,1642.1739130434783,12.266304347826088,159,25,0.8738007400027397,0.04012130394857668,18,43.68995068254678
663,244.29999999999984,1598.4705882352941,11.401960784313726,184,20,0.873598780002744,0.040242791551882456,11,42.80124468429416
664,173.85,3150.179640718563,16.850299401197606,146,21,0.8734334500027476,0.04036446280991735,12,44.729523471729486
665,192.76999999999998,2719.5157894736844,15.473684210526315,167,23,0.8732453500027517,0.04048631772268135,20,45.45691133486597
666,215.58000000000007,2370.253968253968,14.232804232804233,165,24,0.8730582400027558,0.040608356290174466,46,43.09829292726265
667,175.12999999999997,2672.758823529412,15.188235294117646,140,30,0.8728899400027594,0.04073057851239669,27,42.97512730991139
668,212.16000000000005,6855.473958333333,22.744791666666668,159,33,0.8726998600027636,0.04085298438934803,15,38.630207588896155
669,197.82999999999998,2040.625668449198,13.240641711229946,162,25,0.8725147300027676,0.04097557392102846,10,46.384819068373204
670,205.17,1658.80310880829,12.626943005181348,171,22,0.8723236600027717,0.04109834710743802,14,42.29836071155232
671,179.20999999999987,4472.514619883041,20.45614035087719,146,25,0.8721543700027754,0.041221303948576676,22,42.09072453654998
672,195.67999999999998,1656.9157894736843,12.852631578947369,165,25,0.8719662700027795,0.04134444444444445,25,42.33449468110737
673,229.90000000000003,1883.5194174757282,12.53883495145631,180,26,0.8717623300027839,0.041467768595041324,21,46.12248918327313
674,216.70000000000007,4319.513227513227,18.78306878306878,157,32,0.871575220002788,0.04159127640036731,19,42.70622700988931
675,216.10000000000005,1820.4221105527638,12.376884422110553,185,14,0.8713782100027923,0.04171496786042241,10,45.22586156375444
676,210.57999999999998,1665.44776119403,12.034825870646767,183,18,0.8711792200027966,0.04183884297520662,15,44.9490523741613
677,235.38000000000002,1822.341836734694,12.688775510204081,171,25,0.8709851800028008,0.04196290174471992,35,40.174720451539876
678,192.21,3586.909604519774,16.43502824858757,161,16,0.8708099500028046,0.042087144168962344,26,42.68130829644068
679,194.53999999999994,1945.696335078534,13.146596858638743,169,22,0.8706208600028087,0.04221157024793388,14,45.33005568369521
680,238.3400000000001,1944.8029556650247,12.689655172413794,174,29,0.8704198900028131,0.042336179981634525,13,45.89950164315736
681,180.98,3859.6519337016575,18.933701657458563,152,29,0.870240700002817,0.04246097337006428,16,44.530426485103796
682,191.27,2333.2096774193546,14.155913978494624,161,25,0.870056560002821,0.04258595041322314,6,44.79894409384779
683,238.16999999999996,2373.331683168317,12.410891089108912,188,14,0.8698565800028253,0.04271111111111111,24,43.237996901616015
684,220.52999999999994,2537.056994818653,14.336787564766839,168,25,0.8696655100028294,0.04283645546372819,18,44.01207009127721
685,228.01000000000008,3426.787878787879,16.77777777777778,168,30,0.8694694900028337,0.04296198347107438,24,43.68401743306054
686,235.79999999999995,2151.352657004831,12.028985507246377,184,23,0.8692645600028381,0.04308769513314968,27,43.10193930155989
687,222.80999999999986,1661.4455958549222,11.243523316062177,163,30,0.8690734900028423,0.04321359044995409,19,42.869255550167104
688,219.48000000000008,1925.3650793650793,12.841269841269842,163,26,0.8688863800028463,0.043339669421487606,8,43.20569366878934
689,219.2100000000001,1877.5416666666667,12.854166666666666,167,25,0.8686963000028505,0.04346593204775023,25,44.017790258551635
690,240.42000000000002,2577.5786802030457,15.17766497461929,168,29,0.8685012700028547,0.04359237832874197,20,46.12870884788823
691,219.73999999999998,2506.764705882353,14.465686274509803,182,22,0.8682993100028591,0.0437190082644628,18,46.94512563593247
692,191.26000000000002,3367.52,17.05142857142857,147,28,0.8681260600028629,0.04384582185491276,44,46.45091778142112
693,216.60999999999996,1802.8358974358973,11.851282051282052,174,21,0.867933010002867,0.04397281910009182,18,46.39138449888963
694,216.92000000000016,1703.780612244898,12.48469387755102,169,27,0.8677389700028713,0.04409999999999999,17,40.21624233528059
695,198.69999999999996,2778.0,15.401069518716577,157,30,0.8675538400028753,0.04422736455463728,23,43.530382969800165
696,239.84,1897.6142857142856,11.271428571428572,177,33,0.8673459400028798,0.04435491276400367,14,45.29825361910321
697,235.12000000000006,2007.9346733668342,14.010050251256281,170,29,0.8671489300028841,0.04448264462809917,37,41.5730600620634
698,212.5999999999999,1669.2131979695432,11.720812182741117,177,20,0.8669539000028883,0.044610560146923786,23,44.79369002671411
699,238.36000000000004,969.9320388349514,9.597087378640778,180,26,0.8667499600028927,0.044738659320477506,22,46.13442591208856
700,227.66999999999993,1803.0995024875622,12.114427860696518,171,30,0.866550970002897,0.04486694214876033,19,42.79427019043348
701,202.6299999999999,2974.3697916666665,15.916666666666666,169,23,0.8663608900029012,0.044995408631772274,14,44.79674860462546
702,196.08000000000004,1442.377659574468,11.696808510638299,167,21,0.8661747700029052,0.045124058769513316,10,49.2400874990098
703,231.4399999999999,1998.8704663212436,12.865284974093264,159,34,0.8659837000029094,0.04525289256198348,36,41.49816815223101
704,204.2599999999998,3332.854054054054,16.7027027027027,151,34,0.8658005500029133,0.04538191000918274,32,46.9777430302388
705,230.86000000000007,1778.1928934010152,12.573604060913706,174,23,0.8656055200029176,0.04551111111111112,21,41.387695007517856
706,228.2800000000002,3094.7238095238095,16.376190476190477,185,25,0.8653976200029221,0.04564049586776859,22,43.7052003406343
707,207.83999999999992,2026.3193717277486,13.083769633507853,161,30,0.8652085300029262,0.045770064279155184,18,43.44653040701182
708,222.82000000000008,2111.8128078817736,14.502463054187192,180,23,0.8650075600029306,0.045899816345270884,21,48.65778114055765
709,183.97,4769.902702702702,20.043243243243243,148,37,0.8648244100029345,0.046029752066115696,15,47.0557751823116
710,214.7000000000001,1811.7772020725388,12.435233160621761,173,20,0.8646333400029387,0.04615987144168962,11,42.83421742113143
711,233.19000000000008,1668.2189054726368,12.796019900497512,174,27,0.864434350002943,0.04629017447199265,30,45.070254555982146
712,196.73,2219.144385026738,14.614973262032086,156,31,0.864249220002947,0.04642066115702479,12,47.5579371771073
713,189.61999999999998,3106.9574468085107,17.05851063829787,168,20,0.8640631000029511,0.046551331496786044,23,44.70656046461552
714,220.67999999999998,1836.9292929292928,12.666666666666666,170,28,0.8638670800029553,0.0466821854912764,25,45.16074996042733
715,243.88000000000008,3138.2303921568628,14.25,177,27,0.8636651200029597,0.04681322314049587,8,44.571912847897586
716,220.1300000000001,1251.3267326732673,10.44059405940594,181,21,0.863465140002964,0.04694444444444445,7,42.78350327038529
717,217.9399999999999,5135.678571428572,20.663265306122447,171,25,0.8632711000029683,0.047075849403122136,17,49.01408059499702
718,243.15000000000003,2475.7607655502393,12.83732057416268,173,36,0.8630641900029727,0.04720743801652893,21,46.579394598326616
719,214.6300000000001,2768.94,15.315,182,18,0.862866190002977,0.04733921028466483,20,43.86126091003418
720,219.6900000000001,2255.471794871795,14.405128205128205,168,27,0.8626731400029812,0.047471166207529836,6,47.427570075255176
721,212.22000000000003,2057.4973544973545,13.222222222222221,161,28,0.8624860300029853,0.047603305785123964,19,43.56934267250949
722,183.18999999999988,3962.0,19.634285714285713,154,21,0.862312780002989,0.0477356290174472,25,43.40288509777614
723,203.1400000000001,3101.6348314606744,16.792134831460675,153,25,0.8621365600029929,0.04786813590449954,30,44.16275148981073
724,223.84000000000003,1682.5329949238578,12.197969543147208,163,34,0.8619415300029971,0.04800082644628099,19,48.545678133891926
725,181.7500000000001,3177.418848167539,17.293193717277486,158,33,0.8617524400030012,0.04813370064279155,12,48.08075130235462
726,200.6199999999999,1219.2994652406417,10.27807486631016,164,23,0.8615673100030052,0.04826675849403122,5,43.894199225991805
727,203.08999999999992,4129.0161290322585,18.913978494623656,158,28,0.8613831700030092,0.0484,36,44.7876020093118
728,196.51999999999995,2320.0,15.01685393258427,151,27,0.8612069500030131,0.04853342516069789,18,40.253434893790256
729,219.63000000000005,1926.1435897435897,12.37948717948718,170,25,0.8610139000030173,0.04866703397612489,11,47.76617914835612
730,209.83999999999997,2102.1684210526314,14.552631578947368,161,29,0.8608258000030213,0.048800826446281,27,44.11739844711203
731,211.36999999999995,2845.1945945945945,14.821621621621622,167,18,0.8606426500030253,0.04893480257116621,7,44.11878332189612
732,210.81,2729.867724867725,15.354497354497354,157,32,0.8604555400030294,0.04906896235078054,15,47.38648366801953
733,231.67000000000002,2503.4901960784314,13.436274509803921,180,24,0.8602535800030338,0.049203305785123976,25,49.76917386756224
734,210.6399999999999,1575.919191919192,11.974747474747474,164,34,0.860057560003038,0.049337832874196505,22,44.64741699262099
735,223.43999999999994,1830.219512195122,13.278048780487804,182,23,0.8598546100030424,0.04947254361799816,12,43.35015352615496
736,213.07000000000005,2376.7105263157896,14.321052631578947,171,19,0.8596665100030465,0.04960743801652892,26,49.222063854179886
737,203.00999999999988,3612.3675675675677,18.72972972972973,162,23,0.8594833600030505,0.04974251606978879,37,47.8625720526721
738,197.50999999999993,5061.0842696629215,19.758426966292134,146,32,0.8593071400030543,0.04987777777777778,36,47.02643412954352
739,226.25,1943.6868686868686,14.080808080808081,162,36,0.8591111200030586,0.05001322314049587,38,49.79119314930656
740,209.68000000000006,3641.8702702702703,18.664864864864864,168,17,0.8589279700030625,0.05014885215794307,54,45.80993758794423
741,208.98000000000002,2426.754098360656,14.256830601092895,139,44,0.8587468000030665,0.050284664830119376,12,47.412218392221
742,180.24000000000004,5434.03550295858,20.5207100591716,146,23,0.8585794900030701,0.050420661157024795,18,50.97992391417012
743,209.2799999999999,3268.613065326633,16.884422110552762,164,35,0.8583824800030744,0.050556841138659325,13,49.61856188426665
744,194.41,5025.238372093023,22.982558139534884,133,39,0.8582122000030781,0.05069320477502296,26,44.48116693108581
745,206.08999999999992,2495.1513513513514,15.886486486486486,156,29,0.858029050003082,0.05082975206611571,24,44.815377387484986
746,215.70999999999998,1476.1224489795918,11.403061224489797,177,19,0.8578350100030863,0.05096648301193756,21,48.32142501704547
747,218.46000000000004,1818.7282051282052,12.65128205128205,179,16,0.8576419600030905,0.05110339761248853,37,48.27889615786381
748,240.4200000000001,1295.0048780487805,10.658536585365853,178,27,0.8574390100030949,0.05124049586776859,18,43.83509015804384
749,223.98999999999998,2671.547368421053,14.2,163,27,0.8572509100030989,0.05137777777777777,29,49.55240017112933
750,206.9499999999999,2297.1559139784945,13.870967741935484,158,28,0.8570667700031029,0.051515243342516066,15,46.79493559304104
751,226.18000000000004,1469.5,12.223300970873787,185,21,0.8568628300031074,0.051652892561983466,7,41.006566707370354
752,253.0200000000001,1561.024154589372,11.806763285024154,176,31,0.8566579000031118,0.05179072543617998,19,48.87238521621999
753,176.46,3569.942528735632,17.724137931034484,147,27,0.8564856400031156,0.0519287419651056,5,45.100058535049705
754,202.14999999999995,3478.2061855670104,17.190721649484537,173,21,0.8562935800031197,0.05206694214876033,6,46.821906527293095
755,233.41,1514.1220657276995,11.553990610328638,180,33,0.8560827100031243,0.05220532598714417,24,44.06415988469907
756,215.84000000000006,2305.753694581281,14.881773399014778,178,25,0.8558817400031287,0.052343893480257114,28,53.50594703904514
757,244.54000000000005,1707.8388625592418,11.710900473933648,187,24,0.8556728500031332,0.05248264462809918,38,44.964602515595786
758,220.4800000000001,5853.189743589744,19.835897435897436,172,23,0.8554798000031374,0.05262157943067034,9,47.00286829777253
759,180.05999999999995,2428.8920454545455,14.539772727272727,151,25,0.8553055600031412,0.052760697887970616,4,45.77837777950547
760,236.26000000000013,1806.3668341708542,12.693467336683417,169,30,0.8551085500031455,0.0529,22,43.43470579116189
761,228.79999999999993,2323.7668393782383,14.145077720207254,172,21,0.8549174800031496,0.0530394857667585,52,45.97937638154302
762,215.8899999999999,1548.9203980099503,12.0,176,25,0.8547184900031539,0.05317915518824609,12,50.141684933088314
763,225.02999999999992,2314.23786407767,13.815533980582524,186,20,0.8545145500031583,0.05331900826446281,23,45.950204763597654
764,219.48000000000008,2042.2524752475247,14.564356435643564,177,25,0.8543145700031627,0.05345904499540863,14,44.77436365703545
765,204.1499999999999,2625.186170212766,15.148936170212766,154,34,0.8541284500031667,0.05359926538108356,7,49.59751840728394
766,216.86000000000004,1950.753846153846,12.77948717948718,171,24,0.8539354000031709,0.0537396694214876,16,49.17658952016097
767,187.6700000000001,6107.175824175824,23.774725274725274,156,26,0.8537552200031748,0.05388025711662075,13,49.81738429148118
768,217.07999999999996,2439.9543147208124,15.791878172588833,171,26,0.8535601900031791,0.05402102846648301,16,46.586067741594945
769,244.49000000000015,1291.5302325581395,11.032558139534883,187,28,0.8533473400031837,0.05416198347107438,11,44.89538677570432
770,215.87000000000003,2059.2642487046633,13.766839378238341,169,24,0.8531562700031878,0.05430312213039486,22,49.22457138120819
771,201.37,4563.344444444445,19.716666666666665,158,22,0.8529780700031917,0.05444444444444445,25,47.733435253302254
772,233.59000000000006,3095.8743718592964,14.919597989949748,172,27,0.852781060003196,0.054585950413223144,27,45.91965231344329
773,225.15999999999985,1810.640625,12.6875,155,37,0.8525909800032001,0.05472764003673095,17,46.42689552158117
774,194.12000000000003,3629.0164835164837,17.747252747252748,156,26,0.852410800003204,0.054869513314967866,15,50.28128611910474
775,224.81999999999996,1547.204081632653,11.479591836734693,179,17,0.8522167600032082,0.05501157024793389,24,47.10879527062786
776,189.35999999999999,2549.830687830688,15.317460317460318,152,37,0.8520296500032123,0.05515381083562902,19,51.110762657942594
777,237.40000000000006,1885.529702970297,13.861386138613861,170,32,0.8518296700032166,0.05529623507805326,31,48.36649064262315
778,209.77999999999997,1974.4293193717278,13.455497382198953,165,26,0.8516405800032207,0.055438842975206605,17,45.80181216569471
779,187.28999999999994,2089.057894736842,13.41578947368421,162,28,0.8514524800032248,0.05558163452708907,21,49.0104901539652
780,221.79,2384.6990291262136,13.893203883495145,176,30,0.8512485400032292,0.055724609733700636,16,47.09692794142418
781,217.23000000000008,2128.9589743589745,14.051282051282051,155,40,0.8510554900032334,0.05586776859504132,18,50.49380758236616
782,240.77000000000007,1384.8640776699028,11.063106796116505,171,35,0.8508515500032379,0.05601111111111111,12,49.25444034928257
783,215.64999999999984,3026.7357512953367,17.305699481865286,160,33,0.850660480003242,0.05615463728191001,13,47.11474057059214
784,246.94000000000005,1549.0382775119617,11.200956937799043,178,31,0.8504535700032465,0.056298347107438015,18,45.85238383147135
785,179.66000000000008,5205.79347826087,20.0,147,37,0.8502714100032505,0.05644224058769513,10,49.098594030608304
786,206.43999999999997,1803.8709677419354,12.478494623655914,165,21,0.8500872700032545,0.05658631772268136,17,47.39787682282027
787,234.67000000000002,1465.9708737864078,11.883495145631068,174,32,0.8498833300032589,0.0567305785123967,24,49.50198383817395
788,196.22999999999996,3070.185185185185,15.576719576719576,155,34,0.849696220003263,0.056875022956841145,14,48.416567966420814
789,217.41,3892.238578680203,18.081218274111674,162,35,0.8495011900032672,0.0570196510560147,28,54.603210798980015
790,250.08999999999992,6059.878306878307,24.656084656084655,164,25,0.8493140800032712,0.05716446280991736,51,50.00570037251427
791,204.3299999999999,2699.0,16.74736842105263,160,30,0.8491259800032753,0.057309458218549124,19,53.14711380004883
792,216.56000000000003,2631.6344086021504,15.650537634408602,157,29,0.8489418400032793,0.057454637281910005,28,48.27388665240298
793,200.56000000000006,2991.4893617021276,15.537234042553191,160,28,0.8487557200032834,0.0576,22,49.37347521934103
794,218.3800000000001,2342.4646464646466,14.227272727272727,170,28,0.8485597000032876,0.0577455463728191,13,48.503410665675844
795,227.29,1910.6443298969073,13.695876288659793,161,33,0.8483676400032918,0.05789127640036731,24,46.12002710091699
796,220.82000000000005,2261.1666666666665,13.787878787878787,171,27,0.848171620003296,0.05803719008264463,11,47.56673112752462
797,218.81999999999996,4358.693548387097,18.844086021505376,155,31,0.8479874800033,0.05818328741965106,30,47.435422112864835
798,192.40999999999994,1997.6684782608695,14.016304347826088,155,29,0.847805320003304,0.0583295684113866,27,49.41865154323371
799,238.50000000000003,1492.175355450237,11.914691943127963,179,32,0.8475964300033085,0.05847603305785124,12,43.95402161656963
800,202.25,1914.078125,13.890625,165,27,0.8474063500033127,0.058622681359045,13,49.09196878472964
801,210.47999999999993,2059.994764397906,13.450261780104713,161,30,0.8472172600033168,0.05876951331496787,21,48.868884383695914
802,186.16000000000008,3988.364161849711,19.67630057803468,148,25,0.8470459900033205,0.05891652892561984,37,44.55556056816454
803,229.57000000000005,1800.1691542288556,12.378109452736318,172,29,0.8468470000033248,0.059063728191000926,25,53.06501632187497
804,252.97999999999993,2177.6113989637306,12.83419689119171,164,29,0.846655930003329,0.05921111111111112,48,51.18812813783557
805,269.1800000000001,3710.645502645503,15.0,154,35,0.846468820003333,0.059358677685950406,56,51.480268762225194
806,231.93000000000004,2463.0,15.405128205128205,170,25,0.8462757700033372,0.05950642791551882,47,51.43255595305027
807,207.63000000000008,3269.8030303030305,18.318181818181817,164,34,0.8460797500033415,0.05965436179981634,17,54.451858496425125
