queue_ns,queue_ew,queue_sn,queue_ws
0.0,0.0,9.0,3877.155
0.0,0.0,9.0,3944.655
0.0,0.0,0.0,0.0
0.0,0.3,0.08,0.128
0.18,0.6,0.28,0.972
1.443,1.3,0.46,3.723
2.137,1.3,0.48,4.987
3.385,1.5,0.64,7.813
5.055,1.7,0.76,11.665
7.955,3.0,1.06,18.542
12.36,3.7,1.28,27.445
0.0,0.6,1.32,31.655
0.323,0.7,1.46,36.882
0.835,0.8,1.52,42.685
1.583,1.1,1.58,49.813
0.0,0.1,1.68,52.413
0.007,0.3,1.82,61.143
0.19,0.8,1.96,68.522
0.69,0.8,2.04,76.015
1.33,0.8,2.14,84.452
0.0,0.5,2.18,88.21
0.0,0.3,2.28,93.212
0.0,0.2,2.3,97.013
0.0,0.3,2.5,114.938
0.0,0.1,2.72,134.463
0.0,0.1,2.74,135.827
0.02,0.4,2.84,144.248
0.0,0.3,2.86,149.462
0.112,0.3,2.92,161.697
0.0,0.0,2.96,164.897
0.0,0.2,3.2,188.127
0.0,0.0,3.28,194.857
0.022,0.2,3.38,205.418
0.732,1.4,3.62,231.668
1.898,1.5,3.76,248.625
0.0,0.2,3.8,255.87
0.0,0.1,3.98,285.097
0.0,0.1,4.04,289.102
0.0,0.1,4.12,294.907
0.025,0.3,4.18,306.287
0.0,0.2,4.28,316.903
0.08,0.3,4.34,330.89
0.41,0.6,4.62,355.433
1.032,0.8,4.84,381.057
1.632,0.8,4.96,399.448
2.515,1.2,5.1,425.865
4.565,2.1,5.3,464.658
7.782,2.7,5.52,505.102
11.838,3.6,5.72,547.37
17.43,4.0,6.04,591.358
20.703,4.6,6.1,616.155
27.708,5.2,6.38,663.0
32.287,5.5,6.54,691.535
37.622,5.7,6.72,723.69
40.757,6.0,6.8,742.288
45.177,6.4,6.88,767.967
52.32,6.8,7.06,806.773
57.632,7.2,7.14,834.632
62.825,7.3,7.3,861.173
71.852,7.6,7.48,906.668
74.728,7.7,7.6,921.127
79.57,7.8,7.7,945.38
0.0,1.6,7.92,992.233
1.033,2.2,8.14,1025.612
2.54,2.4,8.24,1054.348
4.048,2.6,8.4,1080.762
7.398,3.1,8.6,1132.492
12.19,3.6,8.74,1197.487
15.603,4.0,8.88,1239.393
21.787,4.7,9.04,1306.468
0.0,0.6,9.04,1342.628
0.0,0.0,9.04,1351.668
0.0,0.0,9.04,1419.468
0.0,0.0,9.04,1427.755
0.0,0.0,9.04,1495.555
0.0,0.0,9.04,1563.355
0.0,0.0,9.04,1631.155
0.0,0.0,9.04,1698.955
0.0,0.0,9.04,1770.522
0.0,0.0,9.04,1842.088
0.0,0.0,9.04,1909.888
0.0,0.0,9.04,1977.688
0.0,0.0,9.04,2045.488
0.0,0.0,9.04,2117.055
0.0,0.0,9.04,2188.622
0.0,0.0,9.04,2256.422
0.0,0.0,9.04,2324.222
0.0,0.0,9.04,2392.022
0.0,0.0,9.04,2459.822
0.0,0.0,9.04,2527.622
0.0,0.0,9.04,2595.422
0.0,0.0,9.04,2663.222
0.0,0.0,9.04,2731.022
0.0,0.0,9.04,2798.822
0.0,0.0,9.04,2866.622
0.0,0.0,9.04,2938.188
0.0,0.0,9.04,3009.755
0.0,0.0,9.04,3081.322
0.0,0.0,9.04,3152.888
0.0,0.0,9.04,3220.688
0.0,0.0,9.04,3288.488
0.0,0.0,9.04,3356.288
0.0,0.0,9.04,3424.088
0.0,0.0,9.04,3491.888
0.0,0.0,9.04,3559.688
0.0,0.0,9.04,3627.488
0.0,0.0,9.04,3695.288
0.0,0.0,9.04,3763.088
0.0,0.0,9.04,3830.888
0.0,0.0,9.04,3898.688
0.0,0.0,9.04,3970.255
0.0,0.0,0.0,0.0
0.0,0.3,0.08,0.128
0.18,0.6,0.28,0.972
1.443,1.3,0.46,3.723
2.137,1.3,0.48,4.987
3.385,1.5,0.64,7.813
5.055,1.7,0.76,11.665
7.955,3.0,1.06,18.542
12.36,3.7,1.28,27.445
17.878,4.0,1.46,37.612
21.265,4.2,1.54,43.96
0.0,0.7,1.58,49.55
0.402,0.6,1.72,56.267
0.0,0.2,1.76,58.897
0.135,0.7,1.96,66.727
1.14,0.9,2.12,81.958
0.0,0.1,2.14,85.7
0.588,1.2,2.36,103.652
1.238,1.3,2.44,111.878
0.0,0.4,2.5,116.607
0.32,0.7,2.68,130.645
0.75,1.1,2.82,140.025
2.378,1.4,2.92,161.475
0.0,0.2,3.0,166.655
0.613,1.1,3.2,191.355
1.513,1.2,3.4,206.022
3.805,2.4,3.62,232.305
6.273,2.8,3.76,252.107
10.388,3.3,3.96,281.175
12.065,3.5,4.08,291.857
15.245,3.9,4.26,311.24
0.0,0.5,4.32,326.223
0.1,0.5,4.34,333.093
0.0,0.1,4.42,339.303
0.052,0.4,4.7,364.41
0.69,0.5,4.96,400.727
1.24,0.9,5.1,426.332
2.837,1.9,5.32,465.157
5.602,2.4,5.5,505.577
0.0,0.2,5.58,518.955
0.025,0.5,5.68,536.79
1.222,1.4,5.92,580.115
2.262,1.4,6.06,602.645
0.0,0.2,6.08,613.765
0.825,1.0,6.38,663.032
2.665,1.7,6.66,711.873
4.122,1.8,6.78,741.55
7.123,2.5,6.94,792.987
11.198,3.1,7.24,846.347
12.912,3.2,7.32,866.36
17.925,3.6,7.6,922.19
21.565,3.9,7.76,960.547
24.152,4.1,7.88,986.582
30.808,5.1,8.2,1046.82
34.133,5.3,8.34,1074.375
36.897,5.5,8.44,1096.74
45.293,6.0,8.6,1160.738
50.267,6.2,8.7,1196.875
53.882,6.5,8.82,1222.41
58.575,6.8,8.86,1254.828
69.053,7.3,9.0,1321.912
0.0,1.1,9.0,1374.412
0.0,0.1,9.0,1383.412
0.153,0.1,9.0,1454.662
0.303,0.1,9.0,1522.162
0.453,0.1,9.0,1589.662
0.603,0.1,9.0,1657.162
0.753,0.1,9.0,1724.662
0.903,0.1,9.0,1792.162
0.0,0.0,9.0,1800.412
0.0,0.0,9.0,1871.662
0.0,0.0,9.0,1939.162
0.0,0.0,9.0,2006.662
0.0,0.0,9.0,2074.162
0.0,0.0,9.0,2141.662
0.0,0.0,9.0,2212.912
0.0,0.0,9.0,2284.162
0.0,0.0,9.0,2351.662
0.0,0.0,9.0,2422.912
0.0,0.0,9.0,2494.162
0.0,0.0,9.0,2561.662
0.0,0.0,9.74,2635.348
0.0,0.0,8.88,2569.528
0.0,0.0,8.94,2628.233
0.0,0.0,8.94,2695.283
0.0,0.0,8.94,2762.333
0.0,0.0,8.94,2829.383
0.0,0.0,8.94,2896.433
0.0,0.0,8.94,2963.483
0.0,0.0,8.94,3030.533
0.0,0.0,8.94,3097.583
0.0,0.0,8.94,3164.633
0.0,0.0,8.94,3231.683
0.0,0.0,8.94,3298.733
0.0,0.0,8.94,3369.508
0.0,0.0,8.94,3440.283
0.0,0.0,8.94,3507.333
0.0,0.0,8.78,3560.54
0.0,0.0,8.5,3497.058
0.0,0.0,8.72,3554.372
0.0,0.0,8.72,3619.772
0.0,0.0,8.72,3688.805
