episode,episode_rewards,waiting_times,queue_lengths,explore_counts,exploit_counts,epsilon_values,curriculum_difficulties,vehicle_counts,losses
17,0.849999999999995,3134.032258064516,14.370967741935484,124,0,0.9990822700000199,2.3507805325987144e-05,9,0.059559511370025575
18,1.0800000000000003,2965.8571428571427,15.571428571428571,126,0,0.9990199000000213,2.6538108356290177e-05,8,0.07301377921572162
19,4.999999999999993,2764.5038759689924,15.085271317829458,128,1,0.9989560450000227,2.9752066115702484e-05,20,0.06000860194069182
20,12.970000000000002,3338.108333333333,16.841666666666665,120,0,0.998896645000024,3.314967860422405e-05,34,0.07443898534402252
21,7.550000000000004,3432.7241379310344,15.28448275862069,116,0,0.9988392250000252,3.6730945821854914e-05,17,0.06558755294676742
22,8.240000000000002,3139.3937007874015,16.811023622047244,127,0,0.9987763600000266,4.049586776859504e-05,23,0.08322726088891348
23,2.1899999999999964,2268.504132231405,13.0,121,0,0.9987164650000279,4.444444444444445e-05,8,0.07674751781727657
24,4.410000000000007,2467.8306451612902,13.53225806451613,124,0,0.9986550850000292,4.857667584940312e-05,15,0.08550424440463464
25,1.9299999999999997,2063.5564516129034,13.03225806451613,124,0,0.9985937050000305,5.289256198347107e-05,14,0.08891936676997331
26,0.7600000000000043,3146.155172413793,16.18103448275862,116,0,0.9985362850000318,5.739210284664831e-05,7,0.10199210410616522
27,0.8999999999999968,2004.9430894308944,13.764227642276422,123,0,0.9984754000000331,6.207529843893481e-05,11,0.09918727874150121
28,3.5600000000000054,3689.9328358208954,15.716417910447761,134,0,0.9984090700000345,6.694214876033059e-05,20,0.1126911831991886
29,3.5100000000000047,4153.418032786885,17.360655737704917,122,0,0.9983486800000358,7.199265381083564e-05,21,0.12088395696759346
30,4.399999999999999,2882.0416666666665,14.491666666666667,120,0,0.9982892800000371,7.722681359044994e-05,19,0.14257532581298923
31,2.309999999999987,4282.869565217391,18.217391304347824,115,0,0.9982323550000384,8.264462809917355e-05,15,0.14102850520740384
32,12.399999999999995,2022.1015625,12.96875,128,0,0.9981689950000397,8.824609733700642e-05,33,0.14962615974945948
33,0.7200000000000049,4877.336134453782,19.134453781512605,118,1,0.998110090000041,9.403122130394858e-05,8,0.17473850128467844
34,0.5399999999999918,4082.818897637795,17.448818897637796,127,0,0.9980472250000424,0.0001,7,0.19614266075457878
35,4.479999999999996,5658.487394957983,18.310924369747898,118,1,0.9979883200000437,0.00010615243342516071,18,0.22923243654688366
36,0.5199999999999962,3935.6206896551726,17.974137931034484,116,0,0.9979309000000449,0.00011248852157943069,12,0.23846620497101084
37,6.920000000000003,2514.6111111111113,13.555555555555555,126,0,0.9978685300000463,0.00011900826446280994,21,0.21018016243737841
38,16.779999999999998,2010.4924242424242,12.431818181818182,132,0,0.9978031900000477,0.00012571166207529842,31,0.25615595329101337
39,0.6599999999999866,3974.6124031007753,15.542635658914728,129,0,0.9977393350000491,0.0001325987144168962,12,0.25174209671889164
40,2.1099999999999963,3891.1652892561983,16.90082644628099,121,0,0.9976794400000504,0.0001396694214876033,17,0.2880086162674033
41,0.8499999999999995,3293.4285714285716,15.047619047619047,125,1,0.9976170700000517,0.00014692378328741966,10,0.3127296326593274
42,0.9999999999999831,5836.861788617886,20.178861788617887,123,0,0.997556185000053,0.00015436179981634528,13,0.30576065097882493
43,3.5500000000000034,3176.2796610169494,16.93220338983051,117,1,0.9974977750000543,0.00016198347107438017,22,0.3258896594614548
44,9.870000000000001,2119.0252100840335,13.252100840336135,118,1,0.9974388700000556,0.00016978879706152435,25,0.3429195889185707
45,4.120000000000001,2005.032258064516,10.85483870967742,124,0,0.9973774900000569,0.0001777777777777778,20,0.338885560541624
46,0.5800000000000018,2363.9763779527557,14.0,127,0,0.9973146250000583,0.00018595041322314049,6,0.3892946463723586
47,0.8500000000000013,5341.8828125,17.953125,128,0,0.9972512650000597,0.00019430670339761247,12,0.44416161712433677
48,3.129999999999999,2277.5714285714284,12.428571428571429,125,1,0.997188895000061,0.00020284664830119375,21,0.4460562054245245
49,31.729999999999997,2765.1610169491523,14.127118644067796,117,1,0.9971304850000623,0.0002115702479338843,38,0.4512489828581022
50,2.830000000000002,4372.165289256199,17.867768595041323,121,0,0.9970705900000636,0.00022047750229568411,22,0.4881744305237604
51,2.1000000000000014,2879.1463414634145,15.528455284552846,123,0,0.9970097050000649,0.00022956841138659323,13,0.4927024015233042
52,2.4899999999999958,3208.4666666666667,15.908333333333333,120,0,0.9969503050000662,0.00023884297520661158,12,0.5422328872295717
53,0.1700000000000083,2243.3416666666667,13.7,120,0,0.9968909050000675,0.00024830119375573924,7,0.5901917614042759
54,1.759999999999995,3381.823529411765,16.092436974789916,119,0,0.9968320000000688,0.0002579430670339761,11,0.6247142822239078
55,15.04,3248.2869565217393,15.791304347826086,115,0,0.99677507500007,0.00026776859504132236,29,0.5674548675346633
56,3.6899999999999986,1965.9916666666666,12.583333333333334,120,0,0.9967156750000713,0.0002777777777777778,17,0.6121637903464338
57,1.519999999999999,2604.153846153846,13.476923076923077,130,0,0.9966513250000727,0.00028797061524334257,9,0.6597738939122512
58,2.7399999999999984,2772.909090909091,15.677685950413224,121,0,0.996591430000074,0.0002983471074380165,17,0.713328058685153
59,0.7899999999999959,3560.0,16.135593220338983,118,0,0.9965330200000753,0.0003089072543617998,8,0.7638693978473291
60,0.9299999999999926,3630.72131147541,15.467213114754099,119,3,0.9964726300000766,0.0003196510560146924,9,0.7527300329787321
61,7.919999999999999,2076.0254237288136,12.076271186440678,118,0,0.9964142200000778,0.0003305785123966942,25,0.8407076756327839
62,1.449999999999998,2504.425,14.708333333333334,120,0,0.9963548200000791,0.0003416896235078054,15,0.8800524793875714
63,4.150000000000002,2503.9133858267714,13.763779527559056,126,1,0.9962919550000805,0.0003529843893480257,15,0.902233016537869
64,1.7299999999999929,3340.9274193548385,16.661290322580644,124,0,0.9962305750000818,0.0003644628099173554,14,0.8205441276753141
65,0.49000000000000044,4556.325,18.791666666666668,119,1,0.9961711750000831,0.0003761248852157943,11,0.9442529095957677
66,6.249999999999999,2460.787401574803,12.125984251968504,127,0,0.9961083100000845,0.00038797061524334245,25,0.9603927712740861
67,0.08999999999999864,2541.8174603174602,14.11111111111111,126,0,0.9960459400000858,0.0004,10,1.1241954536073737
68,0.3600000000000174,4306.875,17.975,120,0,0.9959865400000871,0.00041221303948576674,8,1.0678390073900421
69,20.919999999999995,2512.246153846154,14.107692307692307,128,2,0.9959221900000885,0.00042460973370064283,32,1.1500317721412732
70,37.23000000000001,4412.188524590164,17.368852459016395,121,1,0.9958618000000898,0.0004371900826446281,45,1.2253063196530107
71,3.8000000000000025,3198.236641221374,15.274809160305344,130,1,0.9957969550000912,0.00044995408631772274,20,1.1709808025310058
72,2.789999999999998,2855.793388429752,15.347107438016529,121,0,0.9957370600000925,0.0004629017447199265,20,1.3070496364134896
73,4.000000000000001,2173.0,13.53225806451613,124,0,0.9956756800000939,0.00047603305785123975,19,1.276356946196287
74,2.4900000000000055,2591.908396946565,13.587786259541986,130,1,0.9956108350000953,0.0004893480257116621,15,1.375397035070048
75,2.8899999999999992,2280.512195121951,12.804878048780488,123,0,0.9955499500000966,0.0005028466483011937,15,1.414791259460333
76,1.6199999999999988,2287.732824427481,12.801526717557252,129,2,0.995485105000098,0.0005165289256198347,14,1.4788094511013905
77,1.3100000000000023,1963.2314049586778,11.909090909090908,121,0,0.9954252100000993,0.0005303948576675849,15,1.3713858064787448
78,1.370000000000001,2121.7295081967213,12.459016393442623,120,2,0.9953648200001006,0.0005444444444444445,14,1.4991569340717597
79,1.4200000000000066,2138.705882352941,12.949579831932773,119,0,0.9953059150001019,0.0005586776859504132,9,1.505640952714852
80,1.2999999999999972,2563.9180327868853,14.204918032786885,122,0,0.9952455250001032,0.0005730945821854913,13,1.5573317147180683
81,4.540000000000003,2452.5080645161293,14.016129032258064,124,0,0.9951841450001045,0.0005876951331496786,21,1.5682817009548027
82,8.950000000000001,1995.5967741935483,11.693548387096774,123,1,0.9951227650001059,0.0006024793388429751,28,1.8465516686199173
83,1.76,2157.6774193548385,13.71774193548387,124,0,0.9950613850001072,0.0006174471992653811,15,1.6213632421868462
84,0.34999999999999676,3024.0245901639346,14.901639344262295,119,3,0.9950009950001085,0.0006325987144168961,6,1.7228877500432436
85,6.529999999999997,2671.8347107438017,14.347107438016529,121,0,0.9949411000001098,0.0006479338842975207,21,1.8768801393587726
86,1.7699999999999971,2331.7244094488187,14.244094488188976,126,1,0.9948782350001112,0.0006634527089072543,17,1.8741636713306735
87,17.21,2423.175,13.416666666666666,119,1,0.9948188350001125,0.0006791551882460974,40,1.8592510620752971
88,3.4499999999999993,2815.8661417322833,14.078740157480315,127,0,0.9947559700001138,0.0006950413223140496,11,1.823421220141133
89,3.3200000000000096,4893.042016806723,19.243697478991596,119,0,0.9946970650001151,0.0007111111111111113,21,2.0524684347274924
90,6.509999999999992,2415.289256198347,13.561983471074381,120,1,0.9946371700001164,0.0007273645546372819,15,2.0908951182380195
91,4.210000000000001,2995.891472868217,15.155038759689923,129,0,0.9945733150001178,0.0007438016528925619,17,1.984094618364822
92,27.490000000000006,3706.3032786885246,16.19672131147541,122,0,0.9945129250001191,0.0007604224058769514,30,2.4374088070920257
93,7.969999999999999,2636.0743801652893,13.578512396694215,121,0,0.9944530300001204,0.0007772268135904499,18,2.5664295408843962
94,3.4100000000000033,4154.8,15.832,124,1,0.9943911550001218,0.000794214876033058,13,2.323975686788559
95,0.5199999999999929,2375.8661417322833,14.086614173228346,127,0,0.9943282900001231,0.000811386593204775,6,2.3226414300560014
96,1.0599999999999965,3541.378151260504,17.025210084033613,119,0,0.9942693850001244,0.0008287419651056016,11,2.488773677779847
97,7.600000000000005,3434.4634146341464,16.739837398373982,121,2,0.9942085000001257,0.0008462809917355372,17,2.4277161069032624
98,5.310000000000001,3592.099173553719,16.016528925619834,121,0,0.994148605000127,0.0008640036730945821,20,2.5361413975546427
99,5.189999999999992,2693.198347107438,15.256198347107437,121,0,0.9940887100001283,0.0008819100091827365,17,2.7361163963709982
100,0.24999999999999464,5536.172131147541,18.352459016393443,121,1,0.9940283200001296,0.0009,8,2.5099868945410995
101,4.57,3290.3852459016393,17.12295081967213,122,0,0.993967930000131,0.0009182736455463729,19,3.055115598024892
102,7.940000000000001,2864.2377049180327,15.221311475409836,122,0,0.9939075400001323,0.0009367309458218548,18,3.0337297970154244
103,3.4299999999999855,3743.238938053097,16.43362831858407,111,2,0.9938516050001335,0.0009553719008264463,13,2.916716781073967
104,4.950000000000003,1884.2479338842975,12.239669421487603,117,4,0.9937917100001348,0.0009741965105601469,24,3.003050114005065
105,1.1100000000000128,4485.008333333333,19.041666666666668,120,0,0.9937323100001361,0.000993204775022957,14,2.932626426468293
106,4.110000000000008,5056.856,18.984,124,1,0.9936704350001374,0.0010123966942148757,20,3.437284343481064
107,1.6500000000000008,2936.1,15.0,120,0,0.9936110350001387,0.0010317722681359043,14,3.0566345679263276
108,0.21000000000000157,2855.5491803278687,15.098360655737705,121,1,0.99355064500014,0.0010513314967860422,5,3.4581680161054016
109,15.720000000000006,2150.1171875,12.46875,128,0,0.9934872850001414,0.0010710743801652894,28,3.4461834019748494
110,3.9200000000000026,2354.0,13.741935483870968,122,2,0.9934259050001427,0.0010910009182736454,16,3.465536878233956
111,11.889999999999997,2538.4573643410854,14.248062015503876,127,2,0.9933620500001441,0.0011111111111111111,24,3.632565870534542
112,4.150000000000002,1835.5238095238096,12.253968253968255,124,2,0.9932996800001455,0.001131404958677686,26,3.8277079299801873
113,0.3200000000000023,2699.7903225806454,14.10483870967742,124,0,0.9932383000001468,0.0011518824609733703,8,3.8690179261949753
114,5.8100000000000005,2437.7520661157023,14.545454545454545,121,0,0.9931784050001481,0.0011725436179981633,23,4.011981078908463
115,8.700000000000001,5382.248,17.552,125,0,0.9931165300001494,0.001193388429752066,19,4.043935702323914
116,3.2299999999999978,2491.7578125,13.6640625,127,1,0.9930531700001508,0.0012144168962350782,13,4.373940117191523
117,2.0700000000000034,1915.5564516129032,12.669354838709678,124,0,0.9929917900001521,0.001235629017447199,9,4.201760927755987
118,5.959999999999993,3404.312,16.496,124,1,0.9929299150001535,0.0012570247933884296,20,4.505630845785141
119,1.2300000000000075,3062.040650406504,15.560975609756097,123,0,0.9928690300001548,0.0012786042240587696,15,4.239748033081613
120,8.17,2118.1652892561983,12.884297520661157,121,0,0.9928091350001561,0.0013003673094582188,24,4.401279827287374
121,0.5699999999999985,1956.3875968992247,12.782945736434108,129,0,0.9927452800001575,0.0013223140495867767,12,4.232865739238354
122,3.6800000000000015,3014.814516129032,15.362903225806452,123,1,0.9926839000001588,0.0013444444444444445,14,4.583531141761811
123,8.499999999999996,2753.900826446281,14.454545454545455,118,3,0.9926240050001601,0.0013667584940312216,28,4.217484090692741
124,14.730000000000008,3061.0078740157483,15.48031496062992,126,1,0.9925611400001615,0.0013892561983471071,32,5.336477077852084
125,3.3799999999999986,4411.658914728682,16.751937984496124,129,0,0.9924972850001629,0.0014119375573921028,12,4.787529683736867
126,1.6099999999999963,3823.024,16.576,125,0,0.9924354100001642,0.0014348025711662076,14,4.624209696531296
127,38.010000000000005,5865.525423728814,21.56779661016949,117,1,0.9923770000001655,0.0014578512396694217,52,4.877406883290258
128,4.359999999999999,2526.6747967479673,13.75609756097561,122,1,0.9923161150001668,0.0014810835629017445,17,4.931065503053549
129,3.000000000000003,2999.764705882353,14.680672268907562,118,1,0.9922572100001681,0.0015044995408631772,15,4.768225285811584
130,1.8999999999999986,2042.746153846154,13.184615384615384,128,2,0.9921928600001695,0.0015280991735537191,10,5.442503042862966
131,1.5600000000000034,4185.423076923077,18.276923076923076,129,1,0.9921285100001709,0.0015518824609733698,19,5.267099462564175
132,2.5299999999999976,1976.233082706767,12.075187969924812,131,2,0.9920626750001723,0.0015758494031221303,10,5.237202115973136
133,2.460000000000003,3656.753968253968,17.77777777777778,126,0,0.9920003050001737,0.0016,15,5.743955199680631
134,1.800000000000001,2572.081300813008,14.544715447154472,123,0,0.991939420000175,0.001624334251606979,13,5.299715992881031
135,6.320000000000002,2156.68992248062,13.527131782945736,129,0,0.9918755650001764,0.001648852157943067,19,5.626660282990729
136,0.7199999999999998,3365.6774193548385,16.024193548387096,123,1,0.9918141850001777,0.0016735537190082645,11,6.167929928148946
137,1.540000000000004,2302.8536585365855,13.691056910569106,122,1,0.991753300000179,0.0016984389348025713,16,6.03609202814296
138,2.980000000000004,2555.0689655172414,13.956896551724139,116,0,0.9916958800001803,0.0017235078053259869,16,6.515414737935724
139,10.129999999999999,2847.96875,15.140625,127,1,0.9916325200001816,0.0017487603305785123,28,6.054865154903382
140,1.94,2739.404958677686,15.082644628099173,120,1,0.991572625000183,0.001774196510560147,10,6.7627607061843245
141,10.450000000000001,3565.754098360656,17.172131147540984,121,1,0.9915122350001843,0.001799816345270891,24,5.4677139784468975
142,1.9800000000000066,2031.1416666666667,12.875,120,0,0.9914528350001856,0.0018256198347107436,14,6.355616240700086
143,1.9,2098.1916666666666,13.741666666666667,119,1,0.9913934350001868,0.001851606978879706,13,6.3801300456126535
144,0.3200000000000003,1508.225806451613,11.120967741935484,122,2,0.9913320550001882,0.001877777777777778,9,6.687566855982427
145,1.360000000000002,3733.9338842975208,17.239669421487605,119,2,0.9912721600001895,0.001904132231404959,10,6.765279113753768
146,4.230000000000004,2668.1652892561983,14.793388429752065,121,0,0.9912122650001908,0.0019306703397612486,14,6.829561799518333
147,2.8499999999999996,1668.432,11.432,123,2,0.9911503900001921,0.0019573921028466484,15,6.64335997247696
148,1.519999999999992,3096.2741935483873,14.580645161290322,123,1,0.9910890100001934,0.0019842975206611573,11,7.328593288217822
149,3.8700000000000037,2233.344,13.088,124,1,0.9910271350001948,0.002011386593204775,16,6.916669030666351
150,0.34000000000002073,4985.20325203252,18.333333333333332,121,2,0.9909662500001961,0.002038659320477502,6,6.348893028449237
151,2.7199999999999944,5241.586776859504,18.47107438016529,121,0,0.9909063550001974,0.002066115702479339,17,7.041602459820834
152,4.240000000000005,3573.396551724138,15.60344827586207,115,1,0.9908489350001987,0.002093755739210285,16,6.607913857390141
153,3.3900000000000077,3210.1074380165287,16.1900826446281,120,1,0.9907890400002,0.0021215794306703394,20,6.67798217613835
154,8.120000000000005,3379.548387096774,15.362903225806452,123,1,0.9907276600002013,0.002149586776859504,31,7.438803496860689
155,3.8499999999999974,2866.358974358974,15.786324786324787,117,0,0.9906697450002026,0.002177777777777778,26,7.205278788876329
156,3.7800000000000042,1864.168,12.44,124,1,0.9906078700002039,0.0022061524334251606,16,8.576843720912933
157,2.509999999999999,2385.3278688524592,14.09016393442623,119,3,0.9905474800002052,0.0022347107438016526,14,6.933615825703887
158,2.3699999999999894,3127.9256198347107,14.925619834710744,119,2,0.9904875850002065,0.0022634527089072545,13,7.558806933647345
159,1.050000000000004,3000.79674796748,14.902439024390244,122,1,0.9904267000002078,0.0022923783287419654,10,7.646322837690028
160,0.6700000000000026,5084.504065040651,19.211382113821138,119,4,0.9903658150002091,0.002321487603305785,8,8.037030092099817
161,2.409999999999999,3994.217391304348,18.08695652173913,113,2,0.9903088900002104,0.0023507805325987145,16,8.397228401640188
162,8.350000000000009,3480.1056910569105,16.536585365853657,121,2,0.9902480050002117,0.002380257116620753,25,7.754210555214223
163,6.179999999999986,4198.638461538461,18.5,130,0,0.9901836550002131,0.0024099173553719004,24,8.227063499734951
164,5.9599999999999955,3337.584,14.44,124,1,0.9901217800002144,0.002439761248852158,18,8.09254248738289
165,4.540000000000001,3481.565573770492,16.0327868852459,121,1,0.9900613900002158,0.0024697887970615245,20,8.384898316664774
166,1.2599999999999982,3215.1129032258063,16.048387096774192,123,1,0.9900000100002171,0.0025000000000000005,13,8.803720825141475
167,4.2,1943.5652173913043,13.173913043478262,114,1,0.9899430850002183,0.0025303948576675846,18,8.838691370383552
168,6.010000000000002,2201.934426229508,13.59016393442623,117,5,0.9898826950002196,0.002560973370064279,22,7.239504896226476
169,28.780000000000005,2979.032258064516,16.080645161290324,122,2,0.989821315000221,0.0025917355371900827,46,9.020885217574335
170,3.6000000000000023,3619.358333333333,16.375,119,1,0.9897619150002223,0.002622681359044995,13,8.667452033857504
171,5.450000000000001,3157.0423728813557,15.533898305084746,117,1,0.9897035050002235,0.0026538108356290173,23,7.927827615354021
172,3.309999999999996,2455.4307692307693,14.392307692307693,130,0,0.9896391550002249,0.002685123966942149,22,8.858456989893547
173,1.330000000000002,4195.322580645161,17.79032258064516,121,3,0.9895777750002263,0.0027166207529843896,13,8.481963913767569
174,0.9399999999999968,2115.2195121951218,13.292682926829269,123,0,0.9895168900002276,0.0027483011937557388,13,8.20549939269942
175,1.3499999999999996,2998.4453781512607,16.26050420168067,118,1,0.9894579850002289,0.0027801652892561982,12,9.375793198577496
176,1.1700000000000124,4222.5,18.15573770491803,120,2,0.9893975950002302,0.002812213039485767,12,9.344249823542892
177,3.1099999999999985,1858.9674796747968,12.365853658536585,121,2,0.9893367100002315,0.002844444444444445,17,9.585939028398778
178,4.2699999999999925,2692.776,14.776,122,3,0.9892748350002328,0.002876859504132231,17,8.798181778907775
179,1.9499999999999904,2876.435483870968,15.056451612903226,121,3,0.9892134550002342,0.0029094582185491278,12,10.070838742679165
180,7.379999999999992,2486.496062992126,13.89763779527559,126,1,0.9891505900002355,0.0029422405876951335,26,9.845876345484276
181,7.230000000000002,3288.3865546218485,16.11764705882353,119,0,0.9890916850002368,0.0029752066115702478,28,10.220534462888702
182,0.37999999999999534,3206.5040650406504,15.089430894308943,119,4,0.9890308000002381,0.003008356290174472,7,10.00249374445861
183,3.3499999999999956,3416.0336134453783,16.428571428571427,118,1,0.9889718950002394,0.0030416896235078055,17,10.075925133809323
184,9.510000000000002,1881.5714285714287,12.706766917293233,132,1,0.9889060600002408,0.0030752066115702485,25,11.233386687318186
185,6.589999999999998,2087.8527131782944,12.89922480620155,129,0,0.9888422050002422,0.0031089072543617996,21,11.022824688013209
186,8.180000000000005,3236.2131147540986,15.688524590163935,120,2,0.9887818150002435,0.003142791551882461,28,10.667420438078583
187,0.7400000000000053,2320.109243697479,13.252100840336135,117,2,0.9887229100002448,0.003176859504132232,16,11.574697306677074
188,3.300000000000003,2531.025,13.575,120,0,0.9886635100002461,0.0032111111111111108,17,10.03279554049174
189,3.920000000000001,3004.6065573770493,15.754098360655737,120,2,0.9886031200002474,0.0032455463728191,17,12.138213474242413
190,1.350000000000005,2637.9112903225805,15.266129032258064,123,1,0.9885417400002487,0.0032801652892561987,15,11.764408549954814
191,0.4199999999999976,2341.2301587301586,13.396825396825397,126,0,0.9884793700002501,0.0033149678604224063,7,10.989660760772134
192,27.350000000000005,2855.0396825396824,13.865079365079366,124,2,0.9884170000002515,0.0033499540863177225,44,12.121965899826987
193,10.370000000000001,4314.328358208955,18.80597014925373,131,3,0.9883506700002529,0.0033851239669421486,22,12.743808106699987
194,5.8299999999999965,4142.504132231405,17.363636363636363,120,1,0.9882907750002542,0.0034204775022956845,22,12.749792369929226
195,0.7599999999999959,2499.3008130081303,14.178861788617887,123,0,0.9882298900002555,0.0034560146923783286,11,13.570199433380996
196,5.140000000000001,3970.7083333333335,18.2,117,3,0.9881704900002568,0.0034917355371900825,20,12.288746917247773
197,9.780000000000005,2377.436974789916,14.126050420168067,119,0,0.9881115850002581,0.003527640036730946,30,13.941512524580755
198,6.280000000000003,2885.901639344262,15.672131147540984,121,1,0.9880511950002594,0.0035637281910009186,20,13.40542877208991
199,2.2000000000000064,3102.0538461538463,15.207692307692307,129,1,0.9879868450002608,0.0036,17,13.172501034920032
200,6.300000000000001,5589.2844827586205,19.53448275862069,112,4,0.987929425000262,0.003636455463728191,16,12.565668900465143
201,2.8999999999999986,2115.0080645161293,13.14516129032258,123,1,0.9878680450002634,0.0036730945821854917,15,12.92215266343086
202,0.5200000000000014,2378.7952755905512,13.275590551181102,125,2,0.9878051800002647,0.0037099173553719004,12,12.9602024667845
203,1.0899999999999954,3711.8260869565215,17.043478260869566,114,1,0.987748255000266,0.0037469237832874194,8,13.65545161081397
204,3.14,2515.6475409836066,14.991803278688524,121,1,0.9876878650002673,0.003784113865932048,23,13.117842171524392
205,5.610000000000004,2720.1825396825398,15.15079365079365,123,3,0.9876254950002686,0.0038214876033057853,21,14.047446204083306
206,42.57,4516.040983606557,16.688524590163933,122,0,0.98756510500027,0.0038590449954086317,50,13.902166757915841
207,0.45000000000000573,4658.474576271186,18.661016949152543,115,3,0.9875066950002712,0.0038967860422405875,11,13.777471351421486
208,0.6900000000000072,2732.3333333333335,15.15,119,1,0.9874472950002725,0.003934710743801653,13,15.268467353781064
209,7.260000000000009,3601.4754098360654,17.84426229508197,122,0,0.9873869050002738,0.003972819100091828,28,14.676164750192987
210,1.8900000000000037,3830.377049180328,16.68032786885246,120,2,0.9873265150002751,0.004011111111111112,20,16.982153144039092
211,3.639999999999981,5985.528,19.8,124,1,0.9872646400002765,0.004049586776859503,24,13.863867151498795
212,2.480000000000011,3064.6532258064517,14.048387096774194,123,1,0.9872032600002778,0.004088246097337006,15,15.819419433633167
213,3.859999999999987,3261.1984126984125,15.436507936507937,123,3,0.9871408900002792,0.004127089072543617,15,14.979629565325995
214,9.650000000000004,2569.9206349206347,15.261904761904763,124,2,0.9870785200002805,0.004166115702479338,22,16.681551276218322
215,2.599999999999999,1767.7459016393443,11.78688524590164,120,2,0.9870181300002818,0.004205325987144169,19,17.162955644311474
216,3.649999999999993,2918.2033898305085,14.601694915254237,116,2,0.9869597200002831,0.0042447199265381085,12,16.280201971530914
217,1.570000000000003,3603.6260869565217,17.008695652173913,115,0,0.9869027950002843,0.004284297520661158,14,17.210272776562235
218,8.570000000000002,3078.2268907563025,15.159663865546218,118,1,0.9868438900002856,0.004324058769513314,25,17.00853403275754
219,3.199999999999994,3200.7723577235774,15.130081300813009,121,2,0.9867830050002869,0.004364003673094582,13,16.107352584842744
220,0.7100000000000016,3310.2131147540986,15.467213114754099,121,1,0.9867226150002882,0.004404132231404958,5,17.990942660902366
221,2.0200000000000045,3772.0163934426228,17.18032786885246,120,2,0.9866622250002896,0.0044444444444444444,19,16.931831248470996
222,0.9799999999999967,2640.3109243697477,14.756302521008404,119,0,0.9866033200002908,0.00448494031221304,12,18.66562899421243
223,5.260000000000001,2430.7033898305085,13.720338983050848,118,0,0.9865449100002921,0.004525619834710744,20,20.082129361265796
224,3.140000000000005,3663.619834710744,16.429752066115704,120,1,0.9864850150002934,0.004566483011937558,14,19.997261849316683
225,2.6199999999999997,1846.8196721311476,12.62295081967213,120,2,0.9864246250002947,0.004607529843893481,22,19.610785537078733
226,4.300000000000004,2592.5,15.192307692307692,129,1,0.9863602750002961,0.004648760330578512,21,18.51156855546511
227,3.909999999999995,3762.84126984127,17.88888888888889,124,2,0.9862979050002975,0.004690174471992653,17,20.073337545470586
228,5.71000000000001,8684.830508474577,21.677966101694917,115,3,0.9862394950002987,0.0047317722681359045,17,18.783279600789992
229,18.040000000000006,2848.775,15.3,115,5,0.9861800950003,0.004773553719008264,38,21.028248515725135
230,1.8399999999999903,3902.9435483870966,17.693548387096776,121,3,0.9861187150003013,0.004815518824609734,10,20.30201677064742
231,3.5200000000000005,2489.472,13.896,125,0,0.9860568400003027,0.004857667584940313,10,21.16459454345703
232,15.380000000000003,2870.0975609756097,15.300813008130081,122,1,0.985995955000304,0.004900000000000001,32,23.304075014300462
233,5.659999999999995,1944.936,13.264,123,2,0.9859340800003054,0.004942516069788796,18,20.314660099983215
234,1.069999999999986,4048.025641025641,18.05128205128205,114,3,0.9858761650003066,0.004985215794306703,10,19.85658774009118
235,4.899999999999997,4496.853448275862,18.594827586206897,113,3,0.9858187450003079,0.0050280991735537186,19,20.220374593446994
